,cleanedName,sciName,itis_id,rank,notes,isConifer
170,Northern spicebush,Lindera benzoin,18147,species,,0
608,Northern spicebush,Lindera benzoin,18147,species,NA,NA
323,Northern white-cedar,Thuja occidentalis,505490,species,,1
676,Northern white-cedar,Thuja occidentalis,505490,species,misspelling no hyphon needed,NA
13,Norway maple,Acer platanoides,28755,species,,0
397,Norway maple,Acer platanoides,28755,species,NA,NA
808,Norway spruce,Picea abies,183289,species,NA,NA
743,Nothoscordum gracile (onionweed),Nothoscordum gracile,503967,species,The common name was in parantheses,NA
60,Nutmeg hickory,Carya myristiciformis,19239,species,,0
566,Nutmeg hickory,Carya myristiciformis,19239,species,NA,NA
257,Oak,Quercus,19276,genus,,0
420,Oak,Quercus,19276,genus,NA,NA
140,Oakleaf hydrangea,Hydrangea quercifolia,24200,species,,0
688,Oakleaf hydrangea,Hydrangea quercifolia,24200,species,NA,NA
21,Ohio buckeye,Aesculus glabra,28718,species,,0
615,Ohio buckeye,Aesculus glabra,28718,species,NA,NA
700,Olea,Olea,32989,genus,a genus?,NA
165,Olive quihoui,Ligustrum†quihoui,32978,species,,0
606,Olive quihoui??,NA,NA,species,user unsure,NA
197,Oregon crab apple,Malus fusca,25258,species,,0
680,Oregon crab apple,Malus fusca,25258,species,NA,NA
68,Oriental bittersweet,Celastrus orbiculatus,506068,species,,0
609,Oriental bittersweet,Celastrus orbiculatus,506068,species,NA,NA
182,Osage orange,Maclura pomifera,19102,species,,0
568,Osage orange,Maclura pomifera,19102,species,NA,NA
701,Osmanthus fragrans,Osmanthus fragrans,505977,species,NA,NA
268,Overcup oak,Quercus lyrata,19278,species,,0
530,Overcup oak,Quercus lyrata,19278,species,NA,NA
135,Ozark witch hazel,Hamamelis†vernalis,19032,species,,0
618,Ozark witch hazel,Hamamelis vernalis,19032,species,Misspelling,NA
34,Pacific madrone,Arbutus menziesii,23627,species,,0
637,Pacific madrone,Arbutus menziesii,23627,species,NA,NA
44,Paper birch,Betula papyrifera,19489,species,,0
368,Paper birch,Betula papyrifera,19489,species,NA,NA
36,Pawpaw,Asimina triloba,18117,species,,0
497,Pawpaw,Asimina,18108,genus,NA,NA
249,Peach,Prunus persica,24765,species,,0
713,Peach,Prunus persica,24765,species,NA,NA
255,Pear,Pyrus,25294,genus,,0
432,Pear,Pyrus,25294,genus,A lot of options but most had NA under common name,NA
58,Pecan,Carya illinoinensis,19234,species,,0
717,Pecan,Carya illinoinensis,19234,species,NA,NA
222,Persian ironwood,Parrotia persica,895220,species,,0
567,Persian ironwood,Parrotia persica,895220,species,NA,NA
102,Persimmon,Diospyros,23853,genus,,0
650,Persimmon,Diospyros,23853,genus,NA,NA
294,Piedmont azalea,Rhododendron flammeum,23717,species,,0
593,Piedmont azalea,Rhododendron flammeum,23717,species,Two names on IT IS| R. canescens called mountain azalea USDA,NA
57,Pignut hickory,Carya glabra,19231,species,,0
441,Pignut hickory,Carya glabra,19231,species,NA,NA
248,Pin cherry,Prunus pensylvanica,24799,species,,0
380,Pin cherry,Prunus pensylvanica,24799,species,NA,NA
276,Pin oak,Quercus palustris,19281,species,,0
505,Pin oak,Quercus palustris,19281,species,NA,NA
796,Pitch pine,Pinus rigida,183376,species,between couple names,NA
295,Plumleaf azalea,Rhododendron prunifolium,23728,species,,0
592,Plumleaf azalea,Rhododendron prunifolium,23728,species,NA,NA
233,Podocarpus,Podocarpus,183488,genus,,0
633,Podocarpus,Podocarpus,183488,genus,NA,NA
141,Possumhaw,Ilex decidua,27998,species,,0
565,Possumhaw,Ilex decidua,27998,species,NA,NA
355,Possumhaw viburnum,Viburnum nudum,35252,species,,0
733,Possumhaw viburnum,Viburnum nudum,35252,species,NA,NA
803,Post oak,Quercus stellata,19422,species,NA,NA
198,Prairie crab apple,Malus ioensis,25259,species,,0
678,Prairie crab apple,Malus ioensis,25259,species,NA,NA
162,Privet,Ligustrum,32973,genus,,0
532,Privet,Ligustrum,32973,genus,"Different options between ""privet"" Ligusticum and Ligustrum and included Ligustrum sempevirens| suggested by USDA Ligustrum",NA
660,Prunus,Prunus,24762,genus,NA,NA
784,Prunus laurocerasus,Prunus laurocerasus,24786,species,NA,NA
246,Prunus maritima,Prunus maritima,24790,species,,0
520,Prunus maritima,Prunus maritima,24790,species,NA,NA
792,Prunus salicina,Prunus salicina,506232,species,NA,NA
813,Prunus sargentii,Pseudophoenix sargentii ssp. Sargentii,524598,species,not found can be found on NCSU | possibly Sargent's cherry PALM,NA
812,Prunus serulata (japanese cherry blossom),Prunus serrulata,506233,species,not picked up bc common name in (),NA
771,Prunus spp. (apricot),Prunus armeniaca,24769,species,didn't register bc of common name in (),NA
772,Prunus spp. (cherry),Prunus,24762,genus,didn't register bc of common name in (),NA
780,Prunus spp.(plum),Prunus,24762,genus,didn't register bc of common name in (),NA
818,Prunus umbellata,Prunus umbellata,24805,species,NA,NA
773,Punica,Punica,27277,genus,NA,NA
779,Pussy willow,Salix discolor,22524,species,NA,NA
236,Quaking aspen,Populus tremuloides,195773,species,,0
377,Quaking aspen,Populus tremuloides,195773,species,NA,NA
817,Quercus hemispherica,Quercus hemisphaerica,195108,species,misspelling in hem…,NA
273,Quercus montana,Quercus montana,19379,species,,0
599,Quercus montana,Quercus montana,19379,species,NA,NA
821,Quercus nuttallii,Quercus texana,195188,species,not an accepted scientific name,NA
278,Quercus robur,Quercus robur,19405,species,,0
722,Quercus robur,Quercus robur,19405,species,NA,NA
166,Quihoui,Ligustrum†quihoui,32978,species,,0
605,Quihoui???,NA,NA,species,user unsure,NA
137,Raisin,Hovenia dulcis,28554,species,,0
731,Raisin,Hovenia dulcis,28554,species,NA,NA
205,Red bay,Morella rubra,845182,species,,0
25,Red buckeye,Aesculus pavia,28723,species,,0
545,Red buckeye,Aesculus pavia,28723,species,NA,NA
312,Red elderberry,Sambucus racemosa,35326,species,,0
715,Red elderberry,Sambucus racemosa,35326,species,NA,NA
14,Red maple,Acer rubrum,28728,species,,0
419,Red maple,Acer rubrum,28728,species,NA,NA
210,Red mulberry,Morus rubra,19070,species,,0
588,Red mulberry,Morus rubra,19070,species,NA,NA
280,Red oak,Quercus rubra,19408,species,,0
496,Red oak,Quercus,19276,genus,blank red oak not just red oak,NA
223,Redbay,Persea borbonia,18149,species,,0
570,Redbay,Persea borbonia,18149,species,NA,NA
90,Redosier dogwood,Cornus sericea,501637,species,,0
455,Redosier dogwood,Cornus sericea,501637,species,NA,NA
760,Reeves spiraea,Spiraea catoniensis,505334,species,Not found | found on NSCU,NA
286,Rhamnus cathartica,Rhamnus cathartica,28573,species,,0
467,Rhamnus cathartica,Rhamnus cathartica,28573,species,NA,NA
289,Rhododendron,Rhododendron,23700,genus,,0
385,Rhododendron,Rhododendron,23700,species,NA,NA
291,Rhododendron austrinum,Rhododendron austrinum,23705,species,,0
596,Rhododendron austrinum,Rhododendron austrinum,23705,species,NA,NA
292,Rhododendron canescens,Rhododendron canescens,23712,species,,0
595,Rhododendron canescens,Rhododendron canescens,23712,species,NA,NA
300,Rhus copallinum,Rhus copallinum,504754,species,,0
695,Rhus copallinum,Rhus copallinum,504754,species,NA,NA
301,Rhus glabra,Rhus glabra,28782,species,,0
403,Rhus glabra,Rhus glabra,28782,species,NA,NA
302,Rhus typhina,Rhus typhina,28777,species,,0
645,Rhus typhina,Rhus typhina,28777,species,NA,NA
43,River birch,Betula nigra,19480,species,,0
576,River birch,Betula nigra,19480,species,NA,NA
799,Rosa,Rosa,24807,species,NA,NA
787,Rosa acicularis,Rosa acicularis,24812,species,NA,NA
304,Rose,Rosa,24807,genus,,0
686,Rose,Rosa,24807,genus,given NA for common names and no just plain rose,NA
136,Rose of sharon,Hibiscus syriacus,21638,species,,0
582,Rose of sharon,Hibiscus syriacus,21638,species,NA,NA
82,Roughleaf dogwood,Cornus drummondii,27807,species,,0
685,Roughleaf dogwood,Cornus drummondii,27807,species,NA,NA
788,Rubus idaeus,Rubus idaeus,24947,species,NA,NA
105,Russian-olive,Elaeagnus angustifolia,27770,species,,0
577,Russian-olive,Elaeagnus angustifolia,27770,species,NA,NA
313,Sassafras,Sassafras,18157,genus,,0
484,Sassafras,Sassafras,18157,genus,NA,NA
261,Scarlet oak,Quercus coccinea,19288,species,,0
407,Scarlet oak,Quercus coccinea,19288,species,NA,NA
264,Scrub oak,Quercus ilicifolia,19358,species,suggested change to 'bear oak' due to ambiguity,0
517,Scrub oak,Quercus berberidifolia,507263,species,NA,NA
31,Serviceberry,Amelanchier,25108,species,,0
388,Serviceberry,Amelanchier,25108,species,NA,NA
61,Shagbark hickory,Carya ovata,19242,species,,0
709,Shagbark hickory,Carya ovata,19242,species,NA,NA
59,Shellbark hickory,Carya laciniosa,19235,species,,0
689,Shellbark hickory,Carya laciniosa,19235,species,Two species recommended |USDA and NCSU recommends Caray laciniosa,NA
265,Shingle oak,Quercus imbricaria,19359,species,,0
693,Shingle oak,Quercus imbricaria,19359,species,NA,NA
809,Shining willow,Salix lucida,22554,species,NA,NA
804,Shortleaf pine,Pinus echinata,183335,species,NA,NA
283,Shumard oak,Quercus†shumardii,19417,species,,0
682,Shumard oak,Quercus shumardii,19417,species,Two species name given also sometimes referred to as Shumard's Oak | Q. texana seems to refer more to Texas red oak and Nutall's oak,NA
337,Siberian elm,Ulmus pumila,19057,species,,0
533,Siberian elm,Ulmus pumila,19057,species,NA,NA
81,Silky dogwood,Cornus amomum,27799,species,,0
683,Silky dogwood,Cornus amomum,27799,species,NA,NA
15,Silver maple,Acer saccharinum,28757,species,,0
684,Silver maple,Acer saccharinum,28757,species,NA,NA
765,Silver poplar,Populus alba,22451,species,not found | internet says also called silverleaf or white poplar,NA
777,Silverbell,Halesia,23863,species,NA,NA
338,Slippery elm,Ulmus rubra,19050,species,,0
504,Slippery elm,Ulmus rubra,19050,species,NA,NA
244,Sour cherry,Prunus cerasus,24773,species,,0
464,Sour cherry,Prunus cerasus,24773,species,NA,NA
221,Sourwood,Oxydendrum arboreum,23690,species,,0
416,Sourwood,Oxydendrum,23689,species,NA,NA
202,Southern bayberry,Morella caroliniensis,507898,species,,0
696,Southern bayberry,Morella caroliniensis,507898,species,NA,NA
66,Southern catalpa,Catalpa bignonioides,34313,species,,0
527,Southern catalpa,Catalpa bignonioides,34313,species,NA,NA
194,Southern crab apple,Malus angustifolia,25255,species,,0
665,Southern crab apple,Malus angustifolia,25255,species,NA,NA
195,Southern crabapple,Malus angustifolia,25255,species,,0
710,Southern crabapple,Malus angustifolia,25255,species,NA,NA
184,Southern magnolia,Magnolia grandiflora,18074,species,,0
501,Southern magnolia,Magnolia grandiflora,18074,species,NA,NA
262,Southern red oak,Quercus falcata,19277,species,,0
534,Southern red oak,Quercus falcata,19277,species,NA,NA
19,Southern sugar maple,Acer†saccharum,28731,species,,0
535,Southern sugar maple,Acer barbatum,28759,species,Not found in ITIS,NA
30,Speckled alder,Alnus†incana,19471,species,,0
451,Speckled alder,Alnus incana ssp. Rugosa,181888,species,Between two subspecies (tenuifolia and rugosa) | USDA says tenuifolia refers to thinleaf alder,NA
115,Speckled japanese aralla,Fatsia japonica,505935,species,,0
663,Speckled japanese aralla,Fatsia japonica,505935,species,wrong/not often used common name | more often refused to speckled web or japanese aralia,NA
167,Spicebush,Lindera,18146,genus,,0
425,Spicebush,Lindera,18146,genus,NA,NA
226,Spruce pine,Pinus glabra,183342,species,,1
677,Spruce pine,Pinus glabra,183342,species,multiple species names given | but Pinus clausa said by USDA says sand pine,NA
815,Staghorn sumac,Rhus typhina,28777,species,NA,NA
316,Stewartia rostrata,Stewartia,21389,genus,,0
495,Stewartia rostrata,Stewartia,21389,genus,Stewartia rostrata is found on NCSU,NA
84,Stiff dogwood,Cornus foemina,27802,species,,0
540,Stiff dogwood,Cornus foemina,27802,species,NA,NA
762,Strawberry bush,Euonymus americanus,27947,species,NA,NA
751,Stretchberry,Forestiera pubescens,32957,species,NA,NA
12,Striped maple,Acer pensylvanicum,28754,species,,0
405,Striped maple,Acer pensylvanicum,28754,species,NA,NA
16,Sugar maple,Acer saccharum,28731,species,,0
374,Sugar maple,Acer saccharum,28731,species,Between Acer grandidentatum (big tooth maple?) and A. saccharum (sugar maple?) | answer from USDA plant list,NA
70,Sugarberry,Celtis laevigata,19042,species,,0
707,Sugarberry,Celtis laevigata,19042,species,Given two names C. laevigata and E. anacua | NCSU gives another option and USDA gives one nomral option,NA
299,Sumac,Rhus,28772,genus,,0
602,Sumac,Rhus,28772,genus,NA,NA
600,Sumac?,NA,NA,species,user unsure,NA
271,Swamp chestnut oak,Quercus michauxii,19279,species,,0
440,Swamp chestnut oak,Quercus michauxii,19279,species,NA,NA
260,Swamp white oak,Quercus bicolor,19300,species,,0
526,Swamp white oak,Quercus bicolor,19300,species,NA,NA
41,Sweet birch,Betula lenta,19487,species,,0
550,Sweet birch,Betula lenta,19487,species,NA,NA
243,Sweet cherry,Prunus avium,24770,species,,0
708,Sweet cherry,Prunus avium,24770,species,NA,NA
196,Sweet crab apple,Malus coronaria,25257,species,,0
642,Sweet crab apple,Malus coronaria,25257,species,NA,NA
186,Sweetbay,Magnolia virginiana,18070,species,,0
670,Sweetbay,Magnolia virginiana,18070,species,NA,NA
770,Sweetbay magnolia,Magnolia virginiana,18070,species,no matches|found at NCSU and internet,NA
171,Sweetgum,Liquidambar styraciflua,19027,species,,0
414,Sweetgum,Liquidambar,19026,species,NA,NA
231,Sycamore,Platanus,19019,genus,,0
629,Sycamore,Platanus,19019,genus,NA,NA
318,Symplocos tinctoria,Symplocos tinctoria,23878,species,,0
468,Symplocos tinctoria,Symplocos tinctoria,23878,species,NA,NA
320,Syringa reticulata,Syringa reticulata,507196,species,,0
725,Syringa reticulata,Syringa reticulata,507196,species,NA,NA
805,Syringa vulgaris,Syringa vulgaris,32996,species,NA,NA
160,Tamarack,Larix laricina,183412,species,,1
456,Tamarack,Larix laricina,183412,species,Between Larix laricina and L. lyallii | tamarack seems to more commonly refer to L. laricina,NA
175,Tanoak,Lithocarpus densiflorus,19464,species,,0
636,Tanoak,Lithocarpus,19463,genus,NA,NA
180,Tatarian honeysuckle,Lonicera tatarica,35306,species,,0
471,Tatarian honeysuckle,Lonicera tatarica,35306,species,NA,NA
744,Texas sophora,Sophora affinis,26958,species,Not accepted name,NA
328,Tilia cordata,Tilia cordata,505507,species,,0
492,Tilia cordata,Tilia cordata,505507,species,NA,NA
794,Tilia tomentosa,Tilia tomentosa,845764,species,NA,NA
329,Tilia x europaea,Tilia X europaea,21538,species,,0
493,Tilia x europaea,Tilia X europaea,21538,species,NA,NA
759,Tree privet,Ligustrum lucidum,503450,species,NA,NA
237,Trembling aspen,Populus tremuloides,195773,species,,0
2,Trident maple,Acer buergerianum,837859,species,,0
553,Trident maple,Acer buergerianum,837859,species,NA,NA
172,Tulip poplar,Liriodendron tulipifera,18086,species,,0
587,Tulip poplar,Liriodendron tulipifera,18086,species,NA,NA
173,Tuliptree,Liriodendron tulipifera,18086,species,,0
509,Tuliptree,Liriodendron,18085,species,NA,NA
348,Tungoil tree,Vernicia fordii,505662,species,,0
704,Tungoil tree,Vernicia fordii,505662,species,NA,NA
215,Tupelo,Nyssa,27820,genus,,0
266,Turkey oak,Quercus laevis,19367,species,,0
671,Turkey oak,Quercus laevis,19367,species,NA,NA
334,Ulmus,Ulmus,19048,genus,,0
488,Ulmus,Ulmus,19048,genus,NA,NA
795,Ulmus carpinifolia,Ulmus procera,19056,species,a former name/synonym,NA
185,Umbrella magnolia,Magnolia tripetala,18077,species,,0
437,Umbrella magnolia,Magnolia tripetala,18077,species,NA,NA
347,Vaccineum stamineum,Vaccinium stamineum,233615,species,,0
392,Vaccineum stamineum,Vaccinium stamineum,23615,species,Misspelling,NA
342,Vaccinium,Vaccinium,23571,genus,,0
402,Vaccinium,Vaccinium,23571,species,NA,NA
344,Vaccinium caesariense,Vaccinium corymbosum,23573,species,,0
477,Vaccinium caesariense,Vaccinium corymbosum,23573,species,Unknown/no longer accepted name but USDA indicates New Jersey blueberry,NA
345,Vaccinium corymbosum,Vaccinium corymbosum,23573,species,,0
516,Vaccinium corymbosum,Vaccinium corymbosum,23573,species,NA,NA
346,Vaccinum corymbosum,Vaccinium corymbosum,23573,species,,0
351,Vibirnum dentatum,Viburnum dentatum,35251,species,,0
401,Vibirnum dentatum,Viburnum dentatum,35251,species,Misspelling,NA
349,Viburnum,Viburnum,35249,genus,,0
528,Viburnum,Viburnum,35249,genus,NA,NA
775,Viburnum awabuki,Viburnum odoratissimum,505678,species,Not found | match on NCSU | there's a variant of V. odoratissimum var. awabuki,NA
360,Viburnum cassinoide,Viburnum†nudum,35252,species,,0
406,Viburnum cassinoide,Viburnum nudum var. cassinoides,35250,species,not an accepted name by ITIS,NA
352,Viburnum dentatum,Viburnum dentatum,35251,species,,0
518,Viburnum dentatum,Viburnum dentatum,35251,species,NA,NA
353,Viburnum dilatatum,Viburnum dilatatum,505677,species,,0
494,Viburnum dilatatum,Viburnum dilatatum,505677,species,NA,NA
354,Viburnum lentago,Viburnum lentago,35266,species,,0
481,Viburnum lentago,Viburnum lentago,35266,species,NA,NA
356,Viburnum nudum,Viburnum nudum,35252,species,,0
399,Viburnum nudum,Viburnum nudum,35252,species,NA,NA
357,Viburnum plicatum,Viburnum plicatum,35272,species,,0
590,Viburnum plicatum,Viburnum plicatum,35272,species,NA,NA
764,Viburnum rhytidophyllum,Viburnum rhytidophyllum,505679,species,NA,NA
359,Viburnum rufidulum,Viburnum rufidulum,35274,species,,0
438,Viburnum rufidulum,Viburnum rufidulum,35274,species,NA,NA
742,Viburnum tinus,Viburnum tinus,505680,species,NA,NA
361,Viburnum trilobum,Viburnum†opulus,35270,species,,0
398,Viburnum trilobum,Viburnum opulus var. americanum,35280,species,not an accepted name by ITIS,NA
229,Virginia pine,Pinus virginiana,183394,species,,1
560,Virginia pine,Pinus virginiana,183394,species,NA,NA
151,Virginia sweetspire,Itea virginica,24202,species,,0
652,Virginia sweetspire,Itea virginica,24202,species,NA,NA
253,Wafer ash,Ptelea†trifoliata,28992,species,,0
681,Wafer ash,Ptelea trifoliata,28992,species,"Name not found but USDA and NCSU refer to wafer-ash, etc.",NA
152,Walnut,Juglans,19248,genus,,0
469,Walnut,Juglans,19248,genus,NA,NA
99,Washington hawthorn,Crataegus phaenopyrum,24593,species,,0
579,Washington hawthorn,Crataegus phaenopyrum,24593,species,NA,NA
274,Water oak,Quercus nigra,19280,species,,0
554,Water oak,Quercus nigra,19280,species,NA,NA
216,Water tupelo,Nyssa aquatica,27824,species,,0
716,Water tupelo,Nyssa aquatica,27824,species,NA,NA
204,Wax myrtle,Morella cerifera,507899,species,,0
619,Wax myrtle,Morella cerifera,507899,species,NA,NA
252,Weeping cherry,Prunus†subhirtella,565436,species,,0
386,Weeping cherry,Prunus cerasus,24773,species,Unknown by ITIS | NCSU plants CES,NA
91,Weeping knoss dogwood,Cornus†kousa,507498,species,,0
544,Weeping knoss dogwood,Cornus kousa,507498,species,Misspelling? To Weeping Kousa Dogwood,NA
309,Weeping willow,Salix babylonica,837788,species,,0
655,Weeping willow,Salix babylonica,837788,species,NA,NA
121,White ash,Fraxinus americana,32931,species,,0
449,White ash,Fraxinus americana,32931,species,NA,NA
42,White birch,Betula minor,183534,species,,0
458,White birch,Betula,19478,genus,"lots of different options that are ""blank white birch"" not plain white birch",NA
324,White cedar,Thuja occidentalis,505490,species,,1
475,White cedar,Chamaecyparis,18045,genus,Multiple common names of white cedar but only one with just a Genus,NA
339,White elm,Ulmus†americana,19049,species,,0
452,White elm,Ulmus americana,19049,species,Not found in IT IS | NCSU Plants CES has it,NA
415,White fir,"Abies amabilis, A. concolor, A.procera, etc.",NA,species,NA,NA
208,White mulberry,Morus alba,19066,species,,0
371,White mulberry,Morus alba,19066,species,NA,NA
259,White oak,Quercus alba,19290,species,,0
394,White oak,Quercus alba,19290,species,NA,NA
736,White spruce,Picea glauca,183295,species,Multiple options given some with multiple common names,NA
75,White-cedar,Chamaecyparis thyoides,18046,species,,1
426,White-cedar,Chamaecyparis thyoides,18046,species,NA,NA
241,Wild cherry,Prunus,24762,genus,,0
308,Willow,Salix,22476,genus,,0
457,Willow,Salix,22476,genus,NA,NA
277,Willow oak,Quercus phellos,19282,species,,0
439,Willow oak,Quercus phellos,19282,species,NA,NA
307,Wineberry,Rubus phoenicolasius,25017,species,,0
604,Wineberry,Rubus phoenicolasius,25017,species,NA,NA
335,Winged elm,Ulmus alata,19051,species,,0
427,Winged elm,Ulmus alata,19051,species,NA,NA
763,Winged eonymous,Euonymus alatus,27946,species,misspelled-Winged euonymus,NA
783,Winged euonymus,Euonymus alatus,27946,species,NA,NA
148,Winterberry,Ilex verticillata,27985,species,,0
643,Winterberry,Euonymus bungeanus,894990,species,not accepted name,NA
363,Wisteria,Wisteria,27019,genus,,0
623,Wisteria,Wisteria,27019,genus,NA,NA
132,Witch hazel,Hamamelis virginiana,19033,species,,0
538,Witch hazel,Hamamelidaceae,19025,species,NA,NA
133,witch-hazel,Hamamelis virginiana,19033,species,,0
644,witch-hazel,Hamamelis virginiana,19033,species,NA,NA
692,Yaupon,Ilex vomitoria,27986,species,NA,NA
109,Yeddo euonymous,Euonymus†hamiltonianus,894989,species,,0
551,Yeddo euonymous,Euonymus hamiltonianus ssp. Sieboldianus,895058,species,Misspelling but also known as Euonymus yedoensis according to oldhouseweb.com,NA
39,Yellow birch,Betula alleghaniensis,19481,species,,0
381,Yellow birch,Betula alleghaniensis,19481,species,NA,NA
26,Yellow buckeye,Aesculus†flava,837871,species,,0
423,Yellow buckeye,Aesculus flava,837871,species,Misspelling? Not read by ITIS,NA
174,Yellow-poplar,Liriodendron tulipifera,18086,species,,0
428,Yellow-poplar,Liriodendron tulipifera,18086,species,NA,NA
322,Yew,Taxus,194882,genus,,1
667,Yew,Taxus,194882,genus,NA,NA
746,Yucca rostrata,Yucca rostrata,43150,species,NA,NA
365,Zelkova serrata,Zelkova serrata,505790,species,,0
724,Zelkova serrata,Zelkova serrata,505790,species,NA,NA
